movie_name,movie_id,production_companies_clean,production_budget
Phaedra,48110,"['MelinaFilm', 'Joele', 'Jorilie']",0
Tumbledown,121154,['British Broadcasting Corporation (BBC)'],0
Buster Keaton: A Hard Act to Follow,59572,['Thames Television'],0
Mister Buddwing,207681,['Cherokee Productions'],0
Legend of the Guardians: The Owls of Ga'Hoole,41216,"['Village Roadshow Pictures', 'Warner Bros.', 'Animal Logic', 'Cruel and Unusual Films']",80000000
Cats & Dogs 2 : The Revenge of Kitty Galore,39691,['Village Roadshow Pictures'],85000000
What's the Matter with Helen?,42530,"['Filmways Pictures', 'Raymax Productions']",0
Rhapsody in Blue,43491,['Warner Bros.'],0
Broadway Melody of 1936,43890,['Metro-Goldwyn-Mayer (MGM)'],0
Boy on a Dolphin,37596,['Twentieth Century Fox Film Corporation'],0
Lone Wolf and Cub: White Heaven in Hell,41486,['Katsu Production Co. Ltd.'],0
Lone Wolf and Cub: Baby Cart in the Land of Demons,41482,['Toho Company'],0
Di?¦n Bi?¦n Phu,74714,[],30000000
The Missing Person,35219,"['Strand Releasing', 'The 7th Floor', 'Apropos Films']",0
Amigo,72913,"[""Anarchist's Convention Films""]",1200000
"Edward, My Son",94959,['Metro-Goldwyn-Mayer (MGM)'],0
Beneath the 12-Mile Reef,22734,['Twentieth Century Fox Film Corporation'],0
The Oscar,56168,"['Paramount Pictures', 'Embassy Pictures']",0
The Big Risk,34145,"['Filmsonor', 'Zebra Films', 'Mondex Films', 'Les Films Od??on']",0
Monga,40911,[],0
Killing Kasztner,54720,['GR Films'],0
It's Kind of a Funny Story,43923,['Focus Features'],8000000
Mudhoney,5719,['Eve Productions'],60000
Entre Nos,71575,"['IndiePix Studios', 'Lucky Hat Entertainment', 'Rola Productions']",0
Just Like Us,159186,[],0
Abel,2754,[],0
Kanchenjungha,166204,['NCA Productions'],0
The Jolly Boys' Last Stand,40970,[],0
The Squaw Man,161710,['Jesse L. Lasky Feature Play Company'],0
Middle Men,38842,"['Paramount Pictures', 'Oxymoron Entertainment', 'Mallick Media', 'Middle Pictures']",22000000
(Untitled),45261,[],0
The Paper Will Be Blue,73682,['Multimedia Est'],0
Ricky,22136,['Eurowide Film Production'],0
The Poughkeepsie Tapes,38410,['Metro-Goldwyn-Mayer (MGM)'],0
The Eighth Day,342218,['Svensk Filmindustri (SF)'],0
The Last Letter,125946,[],0
Tree Without Leaves,154442,['Marui-Kobunsha Corporation'],0
Remote Control,201695,['Metro-Goldwyn-Mayer (MGM)'],0
Alice in Wonderland,25694,['Paramount Pictures'],0
Hardcore,42318,"['Greek Film Center', 'FilmNet', 'Odeon', 'Zaza Entertainment', 'Ideefixe Productions']",0
The Crimson Wing: Mystery of the Flamingos,36569,['Disneynature'],0
Saint John of Las Vegas,27023,[],3800000
Tamara Drewe,38961,"['BBC Films', 'Ruby Films', 'UK Film Council', 'Notting Hill Films', 'WestEnd Films']",0
Tere Naam,56969,['People Tree Films'],1
Every Day,45077,[],0
Red Canyon,40599,"['Red Canyon Pictures', 'Boot Girl Production']",1500000
Loving Leah,52221,['Hallmark Hall of Fame Productions'],0
Southbounders,165534,[],0
"Thank You, Mr. Moto",59581,['Twentieth Century Fox Film Corporation'],0
West Point,67531,['Metro-Goldwyn-Mayer (MGM)'],0
Red Bear,125948,[],0
The Night Strangler,32021,['ABC Circle Films'],0
Twilight's Last Gleaming,75938,"['Lorimar Productions', 'Bavaria Film', 'Bavaria Atelier', 'Geria Productions']",0
Effi Briest,706,['Tango Film'],0
Dark Night of the Scarecrow,30931,['Wizan Productions'],0
Remarkable Power,33009,[],0
My Girlfriend's Boyfriend,46198,['fiftyfilms'],1400000
Shadows,18178,"['Blue Eyes Fiction', 'Senka DOOEL Film Production']",0
Brown of Harvard,117211,[],0
Let Me In,41402,"['Hammer Film Productions', 'EFTI', 'Exclusive Media Group', 'Overture Films']",20000000
Sintel,45745,['Blender Foundation'],550000
Big Buck Bunny,10378,['Blender Foundation'],150000
Secretariat,39486,"['Walt Disney Pictures', 'Fast Track Productions', 'Mayhem Pictures']",35000000
Lake Mungo,27374,['Mungo Productions'],0
Devil,44040,"['Universal Pictures', 'Media Rights Capital', 'Night Chronicles', 'Relativity Media']",10000000
Looking for Cheyenne,12807,['Bandon??on'],0
You Again,38303,"['Oops Doughnuts Productions', 'Touchstone Pictures', 'Frontier Pictures']",20000000
Life As We Know It,38408,"['Josephson Entertainment', 'Gold Circle Films']",38000000
Catfish,42296,['Hit the Ground Running Films'],30000
You Will Meet a Tall Dark Stranger,38031,['Antena 3 Films'],22000000
Collision,28018,['Crux Pictures'],0
Dark House,45729,[],0
Stone,44113,"['Stone Productions', 'Mimran Schur Pictures']",22000000
Hunger,173672,"['5 States', 'Liberty Artists', 'Global Empire Studios']",625000
Grimm Love,9639,"['Atlantic Streamline', 'Senator Entertainment Co']",0
Naughty Marietta,43894,['Metro-Goldwyn-Mayer (MGM)'],0
The Hawaiians,85290,['The Mirisch Production Company'],0
One Million B.C.,3592,['Hal Roach Studios'],0
Inside Job,44639,"['Sony Pictures Classics', 'Sony Pictures Home Entertainment']",2000000
Leaving,43619,"['Pyramide Productions', 'Angoa-Agicoa', 'Centre National de la Cin??matographie', 'Procirep', 'Cofinova 3', 'Canal+', 'Cin??Cin??ma', 'Cam??ra One', 'VMP', 'Solaire Production', 'Cofinova 5', 'R??gion Languedoc-Roussillon']",7600000
Monsters,43933,['Vertigo Entertainment'],500000
Where The Red Fern Grows,30071,['Yari Film Group'],0
Dragonlance: Dragons Of Autumn Twilight,17031,[],0
David Cross: Bigger and Blackerer,41994,"['Sub Pop Records', 'Field Recordings']",0
"Murder, Inc.",15375,['Princess Production Corporation'],0
Conviction,45094,"['Oceana Media Finance', 'Pantheon Entertainment Corporation', 'Innocence Productions', 'Prescience', 'Omega Entertainment', 'Longfellow Pictures']",12500000
Dirty Girl,70695,['iDeal Partners Film Fund'],4000000
Bran Nue Dae,38415,[],7
The Private War of Major Benson,110502,[],0
The Card,43369,['A Ronald Neame Production'],0
Merrily We Live,111315,['Hal Roach Studios'],0
Harmony and Me,98115,[],0
Never Let Me Go,42188,"['Fox Searchlight Pictures', 'DNA Films', 'Film4']",15000000
The Wedding Party,11567,"['GFP Medienfonds', 'TLA Releasing', 'Typhoon Film', 'Fanes Film', 'MMG Film & TV Production', 'Erfttal Film']",0
Countdown,27441,['Warner Brothers/Seven Arts'],0
Rogue Cop,30036,['Metro-Goldwyn-Mayer (MGM)'],0
That Forsyte Woman,43187,['Metro-Goldwyn-Mayer (MGM)'],0
The Lady Vanishes,4706,['Hammer Film Productions'],0
To the Limit,9577,[],0
Hush,20034,"['EM Media', 'UK Film Council', 'Screen Yorkshire', 'WarpX', 'Path??', 'Film4', 'Fear Factory', 'Shona Productions']",0
The Illusionist,41201,"['Sony Pictures Classics', 'Django Film', 'Path?? Films', 'Canal+', 'Cin??Cin??ma']",18000000
The Hedgehog,19597,"['France 2 Cin??ma', 'Les Films des Tournelles', 'Path??', 'Eagle Pictures']",0
Autumn Ball,46847,"['Homeless Bob Production', 'Kuukulgur Film', 'Tugev Tuul Films']",0
"Murder, He Says",110790,['Paramount Pictures'],0
Worlds Apart,16015,['Nordisk Film'],0
An American Affair,20263,['Astrakan Films'],0
Martha,10311,"['Pro-ject Filmproduktion', 'Westdeutscher Rundfunk (WDR)']",0
Rooster's Breakfast,50834,"['Jadran Film', 'RTV Slovenija', 'Ars Media']",0
Massacre at Central High,16271,['Evan'],0
Love Is Colder Than Death,12482,['Antiteater-X-Film'],0
The Family Friend,53486,[],0
Party Girl,25633,"['Euterpe', 'Metro-Goldwyn-Mayer (MGM)']",0
J.C. Chavez,206577,[],0
The Long and Short of It,166671,[],0
Toe to Toe,39933,"['Offhollywood Digital', 'Susie Q Productions', 'Toe to Toe Film Productions', 'Pureland Pictures']",0
Konopielka,81231,[],0
The Temptation of St. Tony,46756,"['MEDIA Programme of the European Union', 'Finnish Film Foundation', 'Bronson Club', 'Atmo Media Network', 'Homeless Bob Production', ""Fonds Eurimages du Conseil de l'Europe"", 'Swedish Film Institute', 'Estonian Film Foundation', 'Film V??st']",0
Lost Boys: The Thirst,46812,"['ApolloMovie Beteiligungs', 'Thunder Road Pictures', 'Hollywood Media Bridge', 'Film Afrika Worldwide']",4400000
Kaboom,46837,"['Wild Bunch', 'Desperate Pictures', 'Super Crispy Entertainment']",0
Morning Patrol,76825,['Greek Film Center'],0
Luck By Chance,16344,[],0
Tales From the Script,38124,[],0
Dreams on Spec,60035,[],0
IMAX Mummies Secrets Of The Pharohs,35379,"['Giant Screen Films', 'Gravity Pictures']",4000000
Bianca Beauchamp: All Access,214430,['Latex Lair Productions'],7500
El padrecito,41308,['Posa Films'],0
Budrus,75341,['Just Vision Films'],0
Wife! Be Like a Rose!,92950,['P.C.L. Film Studio'],0
Adelheid,113456,['Filmov?? Studio Barrandov'],0
PEEPLI [Live],44549,[],2270000
The Moth,155852,[],0
The Girl Said No,174792,['Metro-Goldwyn-Mayer'],0
An American Dream,131861,['Warner Bros.'],0
Tube Tales,45739,[],0
Rubber,45649,"['Canal+', 'Backup Films', 'Arte France', 'Arte France Cin??ma', 'Elle Driver', '1.85 Films', 'Realitism Films', 'Sindika Dokolo']",500000
Seven Days,39681,['Go Films'],0
Shelter,41505,"['NALA Films', 'IM Global', 'Maraci/Edelstein Films', 'Shelter Productions']",22000000
In My Sleep,40048,[],0
Hamlet Goes Business,8749,['Villealfa Filmproduction Oy'],0
Barefoot Gen 2,14088,['Madhouse'],0
The Trouble with Dee Dee,49218,[],0
The Early Years: Erik Nietzsche Part 1,50656,['Zentropa Entertainments'],0
Jackass 3D,16290,['MTV Films'],20000000
Restrepo,39312,['Outpost Productions'],0
Road Train,42307,"['Screen Australia', 'Fulcrum Media Finance', 'ProdigyMovies']",0
The Hole,45650,"['Bold Films', 'BenderSpink']",0
Spring Subway,64156,[],0
30 Days of Night: Dark Days,42941,['Ghost House Pictures'],0
No Mercy,50475,"['Cinema Service', 'CJ Entertainment', 'The Dream & Pictures']",0
A Short Film About John Bolton,97241,"['Docurama', 'SKA Films']",0
Waiting for 'Superman',39440,['Paramount Pictures'],0
The West Point Story,52848,['Warner Bros.'],0
Perrier??s Bounty,41009,"['Premiere Picture', 'Irish Film Board', 'Parallel Film Productions']",0
Where Love Has Gone,73348,"['Paramount Pictures', 'Embassy Pictures']",0
Suzy,52358,['Metro-Goldwyn-Mayer (MGM)'],0
The Disappeared,32540,['The Lost Tribe'],0
The Fox,74896,['Motion Pictures International'],0
The Frogmen,44890,['Twentieth Century Fox Film Corporation'],0
Jerry Springer: The Opera,44823,[],0
RED,39514,"['DC Comics', 'Di Bonaventura Pictures', 'Summit Entertainment', 'DC Entertainment']",58000000
Fat Guy Goes Nutzoid,213864,[],0
Strip-Tease,90930,[],0
The Other Side of the Mountain,86233,[],0
The Actress,98364,['Metro-Goldwyn-Mayer (MGM)'],0
In a Better World,44716,['Zentropa Entertainments'],15000000
My Soul to Take,43931,"['Relativity Media', 'Rogue']",25000000
Under the Stars,63611,"['Instituto de la Cinematograf??a y de las Artes Audiovisuales (ICAA)', 'Fernando Trueba Producciones Cinematogr?\xadficas']",0
South of the Border,47426,"['Ixtlan', 'Muse Productions', 'Good Apple Productions', 'New Element Productions']",0
The Architect,18590,"['HDNet Films', 'Sly Dog Films']",0
Eyes Wide Open,37810,"['Arte', 'Riva Filmproduktion', 'Das Kleine Fernsehspiel (ZDF)', 'Israel Fund for Film Production', 'Pimpa Film Productions', 'Totally', 'Yes', 'Keshet Broadcasting', 'The Ministry of Education, Culture and Sports', 'Israel Film Council']",0
Borderland,13548,"['Tonic Films', 'Freedom Films', 'Emmett/Furla Films', 'Worldwide Media Group', 'Tau Productions']",0
Big Game,21431,[],0
Deadline,25073,"['Enso Entertainment', 'Films In Motion', 'KRU Studios']",0
Nicht alle waren M??rder,155445,"['Bayerischer Rundfunk', 'ARD/Degeto Film GmbH']",0
A Day In The Life,20700,['Major Independents'],0
The Hunt,114333,['El??as Querejeta Producciones Cinematogr?\xadficas S.L.'],0
My Kidnapper,201646,[],0
It Rains in My Village,127083,"['Les Productions Artistes Associ??s', 'Avala Film']",0
Vivere,4921,['Elsani Film'],0
Provocateur,370264,"['Telewizja Polska', 'Mark Forstater Productions Ltd.', 'Pictus Ltd.', 'Filmcontract Ltd.']",0
The Olsen Gang,11389,['Nordisk Films Kompagni A/S'],0
The Employment,45336,[],0
The Pear Tree,165911,[],0
"Road, Movie",37438,[],0
Whisper,14397,"['Universal Pictures', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Gold Circle Films', 'Province of British Columbia Production Services Tax Credit', 'H2F Entertainment', 'Yukon Film Incentive Program']",12000000
The Box,53655,[],0
The Only Son,52047,['Sh??chiku Eiga'],0
There Was a Father,27372,['Sh??chiku Eiga'],0
The Perfect Human,43681,[],0
Heartbreaker,41211,"['Quad Productions', 'Chaocorp', 'Focus Features', 'Orange Cin??ma S??ries', 'Banque Populaire Images 10', 'Script Associ??s', 'A Plus Image']",8700000
Of Gods and Men,46332,"['Why Not Productions', 'Armada Films', 'France T??l??vision', 'Cin??mage 4', 'Cofinova 6', 'Soficin??ma 6']",4000000
12 Storeys,135198,[],0
The Great Ecstasy of Robert Carmichael,44986,[],0
Eastern Plays,43738,"['The Chimney Pot', 'Waterfront Film', 'Film V??st']",0
Drum,60665,"['VIP 2 Medienfonds', 'Armada Pictures', 'Drum Pty. Ltd']",0
Bombshell,43601,['Metro-Goldwyn-Mayer (MGM)'],0
Eastern Drift,68774,"['Lazennec Films', 'Studio Kinema', 'Kino Bez Granits']",0
The Gendarme Gets Married,4729,"['Soci??t?? Nouvelle de Cin??matographie', 'Medusa Produzione']",0
Voyage to Cythera,47792,"['Zweites Deutsches Fernsehen (ZDF)', 'Greek Film Center', 'Greek Television ET-1', 'Channel 4 Television Corporation', 'RAI - Radiotelevisione Italiana']",0
Le amiche,46979,['Trionfalcine'],0
"The Chicken, the Fish and the King Crab",143336,[],0
Paranormal Activity 2,41436,"['Paramount Pictures', 'Blumhouse Productions', 'Solana Films']",3000000
R,49207,['Nordisk Film'],0
Born to Raise Hell,46103,"['Sony Pictures Home Entertainment', 'Paramount Home Entertainment']",10000000
The Maze,48016,[],200
The Finances of the Grand Duke,55536,['Universum Film (UFA)'],0
The Haunted Castle,6793,['Uco-Film GmbH'],0
What Became of Us,79743,[],0
Counsellor at Law,53792,['Universal Pictures'],0
Daughter from Danang,67232,[],0
"Smell of Camphor, Fragrance of Jasmine",44076,['Hedayat Film'],0
13Hrs,48015,['Eyeline Productions'],0
Dial 1119,35957,['Metro-Goldwyn-Mayer (MGM)'],0
Heartbeats,51241,"['T??l??film Canada', 'Canadian Film or Video Production Tax Credit (CPTC)', 'Quebec Film and Television Tax Credit', 'SODEC', 'Mifilifilms', 'Radio Canada T??l??vision']",0
The Countess,8316,"['X Filme International', 'Celluloid Dreams Productions']",8500000
The Last American Hero,31605,[],0
Tenderness,22398,"['GreeneStreet Films', 'iDeal Partners Film Fund', 'Hanson Allen Films', 'LionsGate', 'TurtleBack Productions']",0
Tree of Knowledge,16029,['Per Holst Filmproduktion'],0
Hereafter,44603,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.', 'Kennedy/Marshall Company, The']",50000000
Black Death,41215,"['Ecosse Films', 'Egoli Tossell Film AG', 'HanWay Films', 'The Post Republic', 'Zephyr Films']",0
Afterwards,1782,['Christal Films'],15400000
Undisputed III : Redemption,38234,"['Nu Image Films', 'Undisputed 3 Productions']",3000000
The Olsen Gang on the Track,11391,['Nordisk Film'],0
Saw: The Final Chapter,41439,"['Lionsgate', 'Twisted Pictures', 'Serendipity Productions']",20000000
Due Date,41733,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.']",65000000
Perfect Strangers,182756,['London Film Productions'],0
Desire Under the Elms,77960,"['Paramount Pictures', 'Don Hartman Productions']",0
127 Hours,44115,"['Fox Searchlight Pictures', 'Warner Bros.', 'Cloud Eight Films', 'Path??', 'Film4', 'Everest Entertainment', 'HandMade Films']",18000000
Megamind,38055,['DreamWorks Animation'],130000000
The Stranger in Me,54315,[],500000
Der Fuehrer's Face,33600,"['RKO Radio Pictures, Inc.', 'Walt Disney Productions']",0
The Witch Who Came from the Sea,54109,['MCI'],0
Quality Street,52237,['RKO Radio Pictures'],0
Strike Up the Band,43819,['Metro-Goldwyn-Mayer (MGM)'],0
Period of Adjustment,43007,"['Metro-Goldwyn-Mayer (MGM)', 'Marten Pictures']",0
The Singing Nun,49863,['Metro-Goldwyn-Mayer (MGM)'],0
Black Swan,44214,"['Fox Searchlight Pictures', 'Dune Entertainment', 'Protozoa Pictures', 'Cross Creek Pictures']",13000000
You'll Find Out,80720,['RKO Radio Pictures'],0
Bloodbrothers,114096,"['Kings Road Entertainment', 'Warner Bros.']",0
Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,91607,['Cinema Center Films'],0
Tribute,130917,[],0
Eggs,40378,[],0
The Horse Boy,30979,[],0
Trail of the Screaming Forehead,56192,[],0
Dark and Stormy Night,46537,[],0
A Turtle's Tale: Sammy's Adventures,49953,"['Motion Investment Group', 'nWave Pictures', 'Illuminata Pictures']",0
Jack Goes Boating,43943,"[""Cooper's Town Productions"", 'Big Beach Films', 'Labyrinth Theater Company', 'Olfactory Productions']",0
Fair Game,38363,"['River Road Entertainment', 'Participant Media']",22000000
Flame of Barbary Coast,40716,['Republic Pictures'],0
Million Dollar Mermaid,43189,['Metro-Goldwyn-Mayer (MGM)'],0
Woman in the Moon,3007,"['Universum Film (UFA)', 'Fritz Lang-Film']",0
Flamingo Road,27563,['Warner Bros.'],0
1990: The Bronx Warriors,61755,['Deaf Internacional Film SrL.'],0
Deep End,59408,"['Paramount Pictures', 'Maran Film', 'Bavaria Film', 'Kettledrum Productions']",0
Ten Minutes Older: The Cello,79591,"['Road Movies Filmproduktion GmbH', 'Matador Pictures', 'Why Not Productions', 'Diablo Films', 'AtomFilms']",0
The Castle,26891,"['Arte', 'Wega Film', 'Bayerischer Rundfunk (BR)']",0
Awaara,39039,['All India Film Corporation'],0
The Small Town,52111,['NBC Ajans'],0
United,13630,[],0
Roman,45593,['Auteur Entertainment'],250000
I Shot Jesse James,41058,['Lippert Pictures'],0
Comanche Station,1673,"['Columbia Pictures Corporation', 'Ranown Pictures Corp.']",0
Habit,28671,[],200000
Ploy,14234,"['Fortissimo Films', 'Five Star Entertainment']",2000000
'R Xmas,49110,['Barnholtz Entertainment'],0
Ten Skies,126238,[],0
Lake Tahoe,65726,['Cinepantera'],0
Lourdes,41123,"['Coop 99', '??sterreichischer Rundfunk (ORF)', 'Zweites Deutsches Fernsehen (ZDF)', 'Canal+', 'ARTE', 'Essential Filmproduktion GmbH', 'Soci??t?? Parisienne de Production', 'Thermidor Filmproduktion']",2500000
Four Nights with Anna,44442,['Alfama Films'],0
Scared Shrekless,48466,['DreamWorks Animation'],0
Tales of an Ancient Empire,47065,[],1000000
How I Ended This Summer,38325,['Koktebel Film Company'],2500000
Thieves by Law,103894,[],0
M??nilmontant,48000,[],0
Hamlet,71317,[],0
"Older Brother, Younger Sister",137504,['Daiei Tokyo Daini'],0
Witch Way Love,64340,[],0
The King of Fighters,44571,"['Micott & Basara K.K.', 'Inferno International', 'Convergence Entertainment', 'KOF Film Productions', 'Scion Films']",12000000
Uncle Boonmee Who Can Recall His Past Lives,38368,"['Illuminations Films', 'Anna Sanders Films', 'Kick the Machine']",0
The magnetic man,112072,[],262000
My Childhood,114444,['British Film Institute (BFI)'],0
Graj?cy z talerza,157178,[],0
The Man Who Could Work Miracles,68849,['London Film Productions'],0
The House,134569,[],0
Unstoppable,44048,"['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Firm Films', 'Prospect Park', 'Millbrook Farm Productions']",100000000
Morning Glory,38357,"['Bad Robot', 'Goldcrest Pictures']",40000000
Certified Copy,48303,"['MK2 Production', 'BiBi Film', 'The Antria Group (TAG)']",0
The Next Three Days,43539,"['Lionsgate', 'Fid??lit?? Films', 'Hwy61']",30000000
Somewhere,39210,"['American Zoetrope', 'Focus Features', 'Path??!', 'Tohokushinsha']",8000000
Marcel Reich-Ranicki - Mein Leben,72421,"['Westdeutscher Rundfunk (WDR)', 'MSM Studios', 'Trebitsch Entertainment']",0
Agnosia,62103,[],0
Wild Target,44147,"['Matador Pictures', 'Isle of Man Film', 'Magic Light Pictures', 'CinemaNX', 'Cinema Four', 'Regent Capital', 'Entertainment Film Distributors']",8000000
Vlad the Impaler: The True Life of Dracula,92096,['Romania Film'],0
Carlos,43434,"['Egoli Tossell Film AG', 'Canal+', 'Arte France', 'Films en Stock']",18000000
Biutiful,45958,"['Ikiru Films', 'Mod Producciones', 'Televisi??n Espa?ñola (TVE)', 'Menageatroz', 'Televisi?? de Catalunya (TV3)', 'Focus Features']",0
Katalin Varga,34208,"['Libra Film', 'Romanian National Center for Cinematography', 'Ross Sanders Production International']",0
Eden Is West,15036,['Cin??Cin??ma'],0
The First Beautiful Thing,36940,['Medusa Film'],0
Harry Potter and the Deathly Hallows: Part 1,12444,"['Warner Bros.', 'Heyday Films']",250000000
The King's Speech,45269,"['The Weinstein Company', 'UK Film Council', 'Bedlam Productions', 'See-Saw Films', 'Aegis Film Fund', 'FilmNation Entertainment', 'Momentum Pictures', 'Molinare Investment']",15000000
Tangled,38757,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",260000000
The Last Sunset,46757,"['Universal International Pictures (UI)', 'Brynaprod S.A.']",0
The Damned,71701,"['Columbia Pictures Corporation', 'Hammer Film Productions']",0
Maytime,43862,['Metro-Goldwyn-Mayer (MGM)'],0
Neptune's Daughter,43437,['Metro-Goldwyn-Mayer (MGM)'],0
Steel Toes,24574,[],0
Wedding Belles,80545,"['Channel 4 Television Corporation', 'Junction Films']",0
The Agony and Ecstasy of Phil Spector,87387,['BBC Arena'],0
The Lost Skeleton Returns Again,44687,['bantam street'],600
Snow & Ashes,162643,[],600000
The Art of the Steal,41999,[],0
Missing in America,13834,['Angel Devil Productions'],0
Linewatch,15012,['Stage 6 Films'],5000000
You and I,44886,[],0
The Fighter,45317,['Paramount Pictures'],25000000
The Romantics,41556,"['10th Hole Productions', 'Benaroya Pictures', 'Four of a Kind Productions']",4500000
Feet First,42363,['The Harold Lloyd Corporation'],0
El Dorado,52998,"['Sacis', 'Compa?ñ??a Iberoamericana de TV', 'Canal+', 'Televisi??n Espa?ñola (TVE)', 'Chrysalide Film', 'France 3 Cinema', 'RAI Radiotelevisione Italiana', 'Iberoamericana Films Produccion']",0
The World Unseen,31031,[],0
Dossier 51,49583,"['Maran Film', 'Soci??t?? Fran??aise de Production (SFP)', 'El??film', 'Philippe Dussart']",0
Three,202768,['Avala Film'],0
Statues Also Die,37927,"['Tadi?? Cin??ma', 'Pr??sence Africaine']",0
The Monk and the Fish,48486,[],0
The Toy,56648,[],0
The Bread and Alley,128442,['The Institute for the Intellectual Development of Children & Young Adults'],0
My Ain Folk,110115,['British Film Institute (BFI)'],0
From the Clouds to the Resistance,87415,"['Janus Film und Fernsehen', ""Institut National de l'Audiovisuel (INA)"", 'Artificial Eye', 'Rai 2', 'Straub-Huillet']",0
The Devil,95043,['Zespol Filmowy'],0
Islander,113882,[],0
Red: Werewolf Hunter,48871,['Chesler/Perlmutter Productions'],0
The Meetings of Anna,93669,"['Zweites Deutsches Fernsehen (ZDF)', 'Paradise Films', 'Unit?? Trois', 'H??l??ne Films']",0
The Extra Man,47088,"['Wild Bunch', 'Likely Story', 'Tax Credit Finance', '3 Arts Entertainment']",7000000
Ingeborg Holm,147622,['Svenska Biografteatern AB'],0
Crazy on the Outside,35458,[],0
Bad Family,50990,[],0
Adrift,111396,['Floris Films'],0
M,36373,['Superior Pictures'],0
The Viking,99080,[],0
The Reef,49787,"['Lightning Entertainment', 'Screen Australia', 'Screen NSW', 'ProdigyMovies', 'Mysterious Light']",0
Mendy,253074,[],0
A Lesson in Love,64782,['Svensk Filmindustri (SF)'],0
All These Women,96118,['Svensk Filmindustri (SF)'],0
Cocaine Cowboys II: Hustlin' with the Godmother,26769,['Rakontur'],0
The Tillman Story,43924,[],0
The Loved Ones,46420,"['Omnilab Media', 'Ambience Entertainment', 'Screen Australia', 'Film Victoria']",0
Little Red Flowers,36615,"['Century Hero Film Investment', 'Huakun Entertainment', 'Citic Culture and Sports Enterprises']",0
Madam Satan,83817,['Metro-Goldwyn-Mayer (MGM)'],0
The Sun Also Rises,51885,"['Emperor Motion Pictures', 'Beijing Bu Yi Le Hu Film Company', 'Lotus Entertainment', 'Huayi Brothers Advertising']",0
Hitch Hike,54523,"[""Explorer Film '58"", 'Medusa Distribuzione']",0
Dishonored,73420,['Paramount Network Television'],0
Casino Jack,45324,"['An Olive Branch Productions', 'Rollercoaster Entertainment', 'Vortex Words Pictures', 'Hannibal Pictures', 'Trigger Street Productions', 'Bagman (2009)', 'MCG']",12500000
The Devil to Pay!,120835,"['Samuel Goldwyn Company, The']",0
Farewell,33996,"['France 2 Cin??ma', 'Le Bureau', 'Nord-Ouest Productions', 'Canal+', 'Cin??Cin??ma', 'Path??', 'Cofinova 5', 'Une Hirondelle Productions', 'Blackfeet Pictures']",0
To Paint or Make Love,15702,[],0
Let It Rain,15436,[],0
London River,39358,"['Tessalit Productions', ""R??gion Provence C??te d'Azur"", 'Arte France', '3B Productions', 'France 3 (FR 3)', ""Agence Nationale pour la Coh??sion Sociale et l'Egalit?? des Chances (ACSE)"", 'Centre National de la Cin??matographie (CNC)', 'Bureau, The']",0
Police,6320,['Gaumont'],0
Underworld U.S.A.,28699,['Globe Enterprises'],0
Vincent Wants to Sea,47979,['Olga Film GmbH'],0
London Boulevard,48838,"['GK Films', 'Henceforth', 'Projection Pictures', 'London Boulevard']",25000000
Skyline,42684,"['Rogue Pictures', 'Relativity Media', 'Hydraulx', 'Rat Entertainment', 'Transmission Pictures']",10000000
Karthik Calling Karthik,34764,[],0
Sex & Drugs & Rock & Roll,37234,"['Prescience Film Fund', 'UK Film Council']",2000000
Last of the Red Hot Lovers,42483,['Paramount Pictures'],0
Against the Current,42561,"['Ambush Entertainment', 'Ghost Robot']",3000000
October Country,42046,[],0
Home for Christmas,52320,"['Pandora Filmproduktion', 'Bulbul Films', 'Filmimperiet Sverige']",0
Reverse,36405,"['Zesp??l Filmowy ""Kadr""', 'Syrena Films', 'Polish Film Institute', 'Wytw??rnia Film??w Dokumentalnych i Fabularnych (WFDiF)']",0
The Verdict,35123,['Warner Bros.'],0
Pay or Die!,37083,['Allied Artists Pictures'],0
The Passionate Friends,51618,['Cineguild'],0
Men in War,61370,['Security Pictures'],0
Not Forgotten,22135,['Skyline Pictures'],0
The Brotherhood,53654,"['Paramount Pictures', 'Brotherhood Company']",0
Alone in the Wilderness,14463,['Bob Swerer Productions'],0
Bunny and the Bull,35395,[],0
Beastly,38117,"['CBS Films', ""Mel's Cite du Cinema"", 'Storefront Films']",17000000
Get Educated: Paathshaala,37690,['Adlabs Films Ltd.'],0
August Underground's Mordum,24837,[],300
Love & Other Drugs,43347,"['Bedford Falls Productions', 'Dune Entertainment', 'Regency Enterprises', 'Fox 2000 Pictures', 'Stuber Productions', 'New Regency Pictures']",30000000
The Chronicles of Narnia: The Voyage of the Dawn Treader,10140,"['Dune Entertainment', 'Fox 2000 Pictures', 'Walden Media']",155000000
Tiny Furniture,47607,['Tiny Ponies'],65000
Lovers of Hate,80435,[],0
A High Wind in Jamaica,38340,['Twentieth Century-Fox Productions'],0
If I Had a Million,121238,['Paramount Pictures'],0
Killer McCoy,59828,[],0
It Lives Again,28155,"['Warner Bros.', 'Larco Productions']",0
The Man I Love,26663,['Warner Bros.'],0
